DCA License Number,License Type,License Expiration Date,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code
2115076-DCA,Business,10/01/2023,NEW 786 NY PARKING CORP,,187,KENT AVE,,BROOKLYN,NY,11249,7186180276,Brooklyn,3
0469813-DCA,Business,03/31/2025,EAST 71ST STREET GARAGE CORP.,MUTUAL PARKING,135,E 71ST ST,,NEW YORK,NY,10021,2128799451,Manhattan,1
1310681-DCA,Business,03/31/2025,SBC PARKING LLC,,50,E 89TH ST,,NEW YORK,NY,10128,2128318816,Manhattan,1
2037952-DCA,Business,03/31/2025,YORK & 90TH PARKING LLC,,1731,YORK AVE,,NEW YORK,NY,10128,2126869800,Manhattan,1
2114999-DCA,Business,08/22/2023,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,90,furman street,,BROOKLYN,NY,11201,7184072575,Brooklyn,3
1461242-DCA,Business,03/31/2025,"IMPERIAL PARKING (U.S.), LLC",IMPARK,168-36,90TH AVE,,JAMAICA,NY,11432,2129378660,Queens,4
0367318-DCA,Business,03/31/2025,"ALMAR GARAGE, INC.",,700,PARK AVE,,NEW YORK,NY,10021,2127444750,Manhattan,1
0835271-DCA,Business,03/31/2025,NEW YORK PARKING 54TH ST. CORP.,,527,MADISON AVE,,NEW YORK,NY,10022,2123085959,Manhattan,1
2029297-DCA,Business,07/24/2023,SYLVAN ASTORIA GARAGE LLC,,2325,31ST ST,,ASTORIA,NY,11105,7185759440,Queens,4
2047157-DCA,Business,03/31/2025,301 EAST 79 PARKING LLC,,301,E 79TH ST,,NEW YORK,NY,10075,2128887400,Manhattan,1
1228853-DCA,Business,03/31/2025,"GREENE HOUSE CAR PARK, LLC",GGMC,381,CARLTON AVE,,BROOKLYN,NY,11238,2129966363,Brooklyn,3
2040594-DCA,Business,03/31/2025,CHAMPION PARKING NORTH LLC,,2917,QUEENS PLZ N,,LONG ISLAND CITY,NY,11101,212-308-5959,Queens,4
2104075-DCA,Business,03/31/2025,PARK LANE GARAGE MGMT LLC,,11624,GROSVENOR LN,,RICHMOND HILL,NY,11418,212-289-7200,Queens,4
1244293-DCA,Business,03/31/2023,PACIFIC PARKING LLC,,700,PACIFIC ST,,BROOKLYN,NY,11217,2033212129,Brooklyn,3
2115141-DCA,Business,03/31/2025,MP WEST 90 PARKING LLC,,101,W 90TH ST,,NEW YORK,NY,10024,,Manhattan,1
2110574-DCA,Business,03/27/2023,TARGET PARK (US) INC,,10702,QUEENS BLVD,,FOREST HILLS,NY,11375,2012530953,Queens,4
1099297-DCA,Business,03/31/2025,205 THIRD PARKING LLC,,205,3RD AVE,,NEW YORK,NY,10003,2126869800,Manhattan,1
2065872-DCA,Business,03/31/2023,PARK AMERICA CORP,,351,E 51ST ST,,NEW YORK,NY,10022,2124866888,Manhattan,1
1085597-DCA,Business,03/31/2025,86 ST. PARKING GARAGE CORP.,,8610,ROOSEVELT AVE,,JACKSON HTS,NY,11372,7186514273,Queens,4
1124818-DCA,Business,03/31/2025,ROYAL 89 PARKING LLC,,200,E 89TH ST,,NEW YORK,NY,10128,2126869800,Manhattan,1
2051520-DCA,Business,03/31/2025,LONG ISLAND JEWISH MEDICAL CENTER,,27117,76TH AVE,,NEW HYDE PARK,NY,11040,718-470-7202,Queens,4
1313397-DCA,Business,03/31/2025,PARK KWIK LLC,,20,JAY ST,,BROOKLYN,NY,11201,7182222500,Brooklyn,3
2068554-DCA,Business,03/31/2025,HERALD SQUARE PARKING LLC,,839,6TH AVE,,NEW YORK,NY,10001,2126869800,Manhattan,1
2102761-DCA,Business,03/31/2025,CHAMPION PARKING 45 LLC,,235,E 45TH ST,,NEW YORK,NY,10017,2123085959,Manhattan,1
1386654-DCA,Business,,"2000 PARKING GARAGE, INC.",,2000,WHITE PLAINS RD,,BRONX,NY,10462,3478435023,Bronx,2
0782517-DCA,Business,03/31/2025,EXCELLENT PARKING LLC,,153,E 29TH ST,,NEW YORK,NY,10016,2126869800,Manhattan,1
2113187-DCA,Business,05/15/2023,22 MP PARKING INC,,36,CHAPEL ST,,BROOKLYN,NY,11201,9143500852,Brooklyn,3
2104942-DCA,Business,03/31/2025,MP WEST 43 PARKING LLC,,360,W 43RD ST,,NEW YORK,NY,10036,2124903460,Manhattan,1
1308680-DCA,Business,03/31/2025,305 EAST 80TH PARKING LLC,,305,E 80TH ST,,NEW YORK,NY,10075,2126283121,Manhattan,1
2105876-DCA,Business,03/31/2025,QUIK PARK 3RD AVE LLC,,1142,3RD AVE,,NEW YORK,NY,10065,212-686-9800,Manhattan,1
2057793-DCA,Business,03/31/2025,400 EAST 56 PARKING LLC,,400,E 56TH ST,,NEW YORK,NY,10022,2127522884,Manhattan,1
1192245-DCA,Business,03/31/2025,231 EAST 94TH STREET PARKING LLC,,231,E 94TH ST,,NEW YORK,NY,10128,2128887400,Manhattan,1
2016679-DCA,Business,03/31/2025,QUIK PARK EAST 79 GARAGE LLC,,435,E 79TH ST,,NEW YORK,NY,10075,212-832-2066,Manhattan,1
2105934-DCA,Business,03/31/2025,157E57 CORP,,155,E 57TH ST,,NEW YORK,NY,10022,7189049500,Manhattan,1
0367503-DCA,Business,03/31/2025,RAINBOW PARKING CORP.,,300,E 71ST ST,,NEW YORK,NY,10021,212-308-5959,Manhattan,1
2054332-DCA,Business,03/31/2025,"LIBERTY VIEW PARKING, LLC",,2,RIVER TER,,NEW YORK,NY,10282,212-686-9800,Manhattan,1
2099931-DCA,Business,03/31/2025,CHAMPION 33 LLC,,4,PARK AVE,,NEW YORK,NY,10016,212-308-5959,Manhattan,1
1066286-DCA,Business,03/31/2025,"SANFORD TOWER GARAGE, INC.",,13347,SANFORD AVE,,FLUSHING,NY,11355,7183598058,Queens,4
2103450-DCA,Business,08/09/2023,"ONE PARKING GOTHAM, INC.",,2807,JACKSON AVE,,LONG ISLAND CITY,NY,11101,4802722100,Queens,4
1381712-DCA,Business,03/31/2021,CARTER PARKING CORP.,,1841,CARTER AVE,,BRONX,NY,10457,7917741903,Bronx,2
2113448-DCA,Business,03/31/2025,CHAMPION PARKING 52 LLC,,349,W 51ST ST,,NEW YORK,NY,10019,212-308-5959,Manhattan,1
2092477-DCA,Business,03/31/2025,221 EAST 36TH STREET GARAGE LLC,,221,E 36TH ST,,NEW YORK,NY,10016,6465840409,Manhattan,1
2059807-DCA,Business,03/31/2023,"WOC 80 DEKALB GARAGE, LLC",,80,DEKALB AVE,,BROOKLYN,NY,11201,516-565-5600,Brooklyn,3
2106453-DCA,Business,08/08/2022,100 EAST BROADWAY PARKING CORP.,,100,E BROADWAY,,NEW YORK,NY,10002,2127367171,Manhattan,1
2070280-DCA,Business,03/31/2021,PARKING SYSTEMS PLUS INC,,301,E 69TH ST,,NEW YORK,NY,10021,8009441424,Manhattan,1
2003718-DCA,Business,03/31/2023,EAST 29 PARKING LLC,,39,E 29TH ST,,NEW YORK,NY,10016,2122624771,Manhattan,1
2109853-DCA,Business,07/27/2023,EYEPARK US INC,,3651,BRUCKNER BLVD,,BRONX,NY,10461,514-927-6050,Bronx,2
0368933-DCA,Business,03/31/2023,"BRICIN PARKING, CORP.",,511,E 80TH ST,,NEW YORK,NY,10075,516-317-8268,Manhattan,1
2113484-DCA,Business,07/23/2023,1745 MP PARKING INC,,1745,BROADWAY,,NEW YORK,NY,10019,2125690811,Manhattan,1
2021453-DCA,Business,03/31/2025,GGG PARKING GARAGE CORP.,,920,WESTCHESTER AVE,,BRONX,NY,10459,9175573711,Bronx,2
2027740-DCA,Business,03/31/2021,QUIK PARK EAST 94TH STREET LLC,,1829,1ST AVE,,NEW YORK,NY,10128,2126869800,Manhattan,1
1122123-DCA,Business,03/31/2021,23RD STREET PARKING INC,,318,E 23RD ST,,NEW YORK,NY,10010,718-551-8963,Manhattan,1
1386079-DCA,Business,11/29/2012,"ONE PARKING GOTHAM, INC.",,4201,28TH ST,,LONG ISLAND CIT,NY,11101,4802722100,Queens,4
0916799-DCA,Business,03/31/2021,PARK ON 44TH CORP.,,230,E 44TH ST,,NEW YORK,NY,10017,2127373279,Manhattan,1
2097061-DCA,Business,03/31/2025,101 PARK GARAGE LLC,,101,PARK AVE,,NEW YORK,NY,10178,6465840409,Manhattan,1
1101721-DCA,Business,03/31/2007,LIANA PARKING CORP.,,330,E 70TH ST,,NEW YORK,NY,10021,2126444955,Manhattan,1
2001619-DCA,Business,03/31/2023,34 NORTH 7TH PARKING CORP.,,27,N 6TH ST,,BROOKLYN,NY,11249,2127367171,Brooklyn,3
2017620-DCA,Business,03/31/2021,QUIK PARK 3RD AVE LLC,,1142,3RD AVE,,NEW YORK,NY,10065,212-686-9800,Manhattan,1
2034503-DCA,Business,03/31/2025,165 STREET PARKING INC,,8835,165TH ST,,JAMAICA,NY,11432,646 599-4839,Queens,4
0469552-DCA,Business,03/31/2021,CONSOLIDATED PARKING LLC,,146,3RD AVE,,NEW YORK,NY,10003,2126869800,Manhattan,1
1461276-DCA,Business,03/31/2025,QUIK PARK EAST 102ND STREET GARAGE LLC,,315,E 102ND ST,,NEW YORK,NY,10029,2128322066,Manhattan,1
2110465-DCA,Business,03/31/2025,200 CENTRAL PARK SOUTH GARAGE LLC,,922,7TH AVE,,NEW YORK,NY,10019,6465840409,Manhattan,1
2110623-DCA,Business,07/20/2023,PARK RIGHT CORPORATION,OCEAN PARKING,17,BATTERY PL,,NEW YORK,NY,10004,9179391515,Manhattan,1
2045510-DCA,Business,03/31/2023,NORTH 12 PARKING LLC,,55,WYTHE AVE,,BROOKLYN,NY,11249,9143209630,Brooklyn,3
2096582-DCA,Business,11/16/2021,"LAZ PARKING NEW YORK, NEW JERSEY LLC",,1283,YORK AVE,,NEW YORK,NY,10065,2122652239,Manhattan,1
2031173-DCA,Business,03/31/2021,ACE'S PARKING GARAGE INC.,,950,WESTCHESTER AVE,,BRONX,NY,10459,3472207660,Bronx,2
2109719-DCA,Business,03/31/2025,CHAMPION SCR LLC,,169,E 87TH ST,,NEW YORK,NY,10128,2123085959,Manhattan,1
2095094-DCA,Business,03/31/2021,CHARLES GARAGE MGMT LLC,,140,CHARLES ST,,NEW YORK,NY,10014,7187187276,Manhattan,1
2111077-DCA,Business,03/31/2023,PV PARKING I CORP,,2919,NEWTOWN AVE,,ASTORIA,NY,11102,7186573340,Queens,4
2075038-DCA,Business,03/31/2023,SAN MIGUEL PARK CORP,,1740-1746,ANDREWS AVE,,BRONX,NY,10453,9172153295,Bronx,2
0838371-DCA,Business,03/31/2025,CONVENIENT PARKING LLC,,215,W 95TH ST,,NEW YORK,NY,10025,2126869800,Manhattan,1
2110758-DCA,Business,04/03/2023,TARGET PARK (US) INC,,9223,168TH ST,,JAMAICA,NY,11433,2012530953,Queens,4
1412999-DCA,Business,03/31/2023,QUIK PARK SCH GARAGE LLC,,236,LIVINGSTON ST,,BROOKLYN,NY,11201,2128322066,Brooklyn,3
2070245-DCA,Business,03/31/2023,PARKING 56 LLC,,33,W 56TH ST,,NEW YORK,NY,10019,6467734400,Manhattan,1
0834487-DCA,Business,03/31/2023,VALET PARKING CORP.,,10,W 15TH ST,,NEW YORK,NY,10011,2123085959,Manhattan,1
2051479-DCA,Business,03/31/2023,C & C PARKING LOT CORP,,3560,WEBSTER AVE,,BRONX,NY,10467,3478663357,Bronx,2
2103471-DCA,Business,03/31/2025,VICTORIA PARKING LLC,,13338,SANFORD AVE,,FLUSHING,NY,11355,,Queens,4
2109633-DCA,Business,03/31/2023,2211 3RD AVE PARKING LLC,,2211,3RD AVE,,NEW YORK,NY,10035,347-589-4139,Manhattan,1
2112158-DCA,Business,03/31/2025,H & E PARKING GARAGE CORP,,1962,CROTONA PKWY,,BRONX,NY,10460,7186178548,Bronx,2
2058614-DCA,Business,03/31/2025,IMPERIAL PARKING US LLC,IMpark,200,W 79TH ST,,NEW YORK,NY,10024,2129378660 X225,Manhattan,1
2112213-DCA,Business,03/31/2025,125 VERTICAL PARKING GROUP  LLC,,123,BAXTER ST,,NEW YORK,NY,10013,5162051689,Manhattan,1
2096583-DCA,Business,03/31/2023,"LAZ PARKING NEW YORK, NEW JERSEY LLC",,14474,NORTHERN BLVD,,FLUSHING,NY,11354,7184042575,Queens,4
1313881-DCA,Business,03/31/2023,DANAE MARRERO,SAFE PARKING II,424,E 147TH ST,,BRONX,NY,10455,9175674884,Bronx,2
2054333-DCA,Business,03/31/2023,247 NORTH 7TH STREET PARKING CORP.,,248,N 8TH ST,,BROOKLYN,NY,11211,929-337-8633,Brooklyn,3
1461192-DCA,Business,03/31/2025,"IMPERIAL PARKING (U.S), LLC",IMPARK,422-446,E 79TH ST,,NEW YORK,NY,10075,2129378660,Manhattan,1
2070275-DCA,Business,03/31/2023,149 KENT AVENUE PARKING CORP,,149,KENT AVE,,BROOKLYN,NY,11249,212-736-7171,Brooklyn,3
2047628-DCA,Business,03/31/2023,7 WEST 21 PARKING LLC,,7,W 21ST ST,,NEW YORK,NY,10010,212-888-7400,Manhattan,1
2096417-DCA,Business,03/31/2023,EMPIRE I PARKING GARAGE INC.,,950,WESTCHESTER AVE,,BRONX,NY,10459,3472207660,Bronx,2
2100560-DCA,Business,08/16/2023,515 WEST 36TH STREET PARKING CORP.,,515,W 36TH ST,,NEW YORK,NY,10018,2127367171,Manhattan,1
0427311-DCA,Business,03/31/2023,SCR PARKING CORP.,,169,E 87TH ST,,NEW YORK,NY,10128,2122493344,Manhattan,1
2047939-DCA,Business,03/31/2025,"CLEAN AIR CAR SERVICE & PARKING BRANCH 3, LLC",,3720,PRINCE ST,,FLUSHING,NY,11354,,Queens,4
2054343-DCA,Business,03/31/2025,BELLTEL 365 PARKING LLC,,365,BRIDGE ST,,BROOKLYN,NY,11201,82-1130031,Brooklyn,3
0900020-DCA,Business,03/31/2023,615 GARAGE CORPORATION,,800,5TH AVE,,NEW YORK,NY,10065,2126168900,Manhattan,1
1450060-DCA,Business,03/31/2023,"ACCESS 37 PARKING, LLC",,404,W 37TH ST,,NEW YORK,NY,10018,2126869800,Manhattan,1
2103389-DCA,Business,03/31/2025,"ONE PARKING 703, INC.",,20990,23RD AVE,,BAYSIDE,NY,11360,5618337222,Queens,4
2021485-DCA,Business,03/31/2023,SP PLUS CORPORATION,,75,PARK PL,,NEW YORK,NY,10007,2123217621,Manhattan,1
2096451-DCA,Business,03/31/2023,EMPIRE II PARKING GARAGE INC,,800,SAINT ANNS AVE,,BRONX,NY,10456,3472207660,Bronx,2
2098796-DCA,Business,03/31/2023,LAZ Parking New York New Jersey LLC,,70,E 10TH ST,,NEW YORK,NY,10003,2122652239,Manhattan,1
0699244-DCA,Business,03/31/2023,79TH STREET PARKING LLC,,900,PARK AVE,,NEW YORK,NY,10075,2126869800,Manhattan,1
2113683-DCA,Business,03/31/2025,58TH & 7TH PARKING LLC,,157,W 57TH ST,,NEW YORK,NY,10019,2126869800,Manhattan,1
2096460-DCA,Business,03/31/2023,EMPIRE II PARKING GARAGE INC,,780,SAINT ANNS AVE,,BRONX,NY,10456,3472207660,Bronx,2
1318584-DCA,Business,03/22/2021,"325 FIFTH CAR PARK, LLC",,325,5TH AVE,,NEW YORK,NY,10016,2129966363,Manhattan,1
2076434-DCA,Business,02/17/2020,"ONE PARKING RC, INC.",,10,ROCKEFELLER PLZ,,NEW YORK,NY,10020,480-272-2100,Manhattan,1
2050949-DCA,Business,03/31/2023,200 CPS MANAGEMENT LLC,,200,CENTRAL PARK S,,NEW YORK,NY,10019,212-688-7666,Manhattan,1
2060722-DCA,Business,03/31/2023,THE CAR PARK OF NEW YORK LLC,,8020,COOPER AVE,,GLENDALE,NY,11385,208-336-6597,Queens,4
2045993-DCA,Business,03/31/2025,MKN PARKING CORP,,1355,CROMWELL AVE,,BRONX,NY,10452,6466516335,Bronx,2
2059556-DCA,Business,03/31/2025,IMPERIAL PARKING (US) LLC,,222,W 14TH ST,,NEW YORK,NY,10011,3472733569,Manhattan,1
2104758-DCA,Business,03/31/2023,FF PARKING CORP,,14238,37TH AVE,,FLUSHING,NY,11354,9176012146,Queens,4
1130760-DCA,Business,03/31/2025,JDS PARKING LLC,,561,10TH AVE,,NEW YORK,NY,10036,2126869800,Manhattan,1
0367917-DCA,Business,03/31/2023,ZENITH PARKING LLC,254 254 W 49 STREET,790,8TH AVE,,NEW YORK,NY,10019,212-686-9800,Manhattan,1
0897530-DCA,Business,03/31/2023,NEW YORK PARKING 57TH ST. CORP.,,110,E 57TH ST,,NEW YORK,NY,10022,2123085959,Manhattan,1
2110378-DCA,Business,03/31/2023,HMW PARKING LLC,,257,E 187TH ST,,BRONX,NY,10458,9173657708,Bronx,2
2081099-DCA,Business,03/31/2023,IMPERIAL PARKING US LLC,,155,W 70TH ST,,NEW YORK,NY,10023,2129378660,Manhattan,1
1215447-DCA,Business,03/31/2023,MAY PARKING CORP.,,330,E 70TH ST,,NEW YORK,NY,10021,2127373279,Manhattan,1
2045345-DCA,Business,03/31/2023,EAST VILLAGE PARKING LLC,,22,E 1ST ST,,NEW YORK,NY,10003,2126869800,Manhattan,1
1266247-DCA,Business,03/31/2023,QUIK PARK WEST 41ST STREET LLC,,601,W 41ST ST,,NEW YORK,NY,10036,212-686-9800,Manhattan,1
2028693-DCA,Business,03/31/2023,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",LAZ PARKING NY/NJ,265,E 66TH ST,,NEW YORK,NY,10065,8605227641,Manhattan,1
2083826-DCA,Business,03/31/2023,POO PARKING CORP.,,1752,MORRIS AVE,,BRONX,NY,10457,2124903460,Bronx,2
1186721-DCA,Business,03/31/2025,NICE PARK LLC,,310,E 11TH ST,,NEW YORK,NY,10003,2129299404,Manhattan,1
2031064-DCA,Business,03/31/2021,"PRO PARK AMERICA NEW YORK, LLC",,256,UTICA AVE,,BROOKLYN,NY,11213,2125313418,Brooklyn,3
1328126-DCA,Business,03/31/2025,M&N GROUP PARKING INC,,3158-60,JEROME AVE,,BRONX,NY,10468,917-470-5093,Bronx,2
2046168-DCA,Business,03/31/2023,BOWERY FIRST PARKING LLC,,11,E 1ST ST,,NEW YORK,NY,10003,2126869800,Manhattan,1
2106557-DCA,Business,03/31/2023,JULIA PARKING CORP,,329,BROADWAY,,BROOKLYN,NY,11211,873712487,Brooklyn,3
2107903-DCA,Business,03/31/2023,773 EAST PARKING CORP,URBAN PARKING,773,E 233RD ST,,BRONX,NY,10466,,Bronx,2
2090217-DCA,Business,03/31/2023,MP COLUMBUS PARKING LLC,,10,COLUMBUS CIR,,NEW YORK,NY,10019,2124903460,Manhattan,1
2098609-DCA,Business,03/31/2023,AIRGARAGE INC,,18230,WEXFORD TER,,JAMAICA,NY,11432,9175403472,Queens,4
2104336-DCA,Business,03/31/2023,PUBLIC PARKING MANAGMENT CO INC,,351,E 51ST ST,,NEW YORK,NY,10022,7187297276,Manhattan,1
2095847-DCA,Business,11/01/2021,ASTORIA PARKING MANAGEMENT LLC,,3422,35TH ST,,ASTORIA,NY,11106,7185457275,Queens,4
2030398-DCA,Business,03/31/2025,"YORKVILLE CAR PARK, LLC",,1635,3RD AVE,,NEW YORK,NY,10128,2129966363 X214,Manhattan,1
1380047-DCA,Business,03/31/2023,CLARIDGE 87 PARKING LLC,,201,E 87TH ST,,NEW YORK,NY,10128,2126869800,Manhattan,1
2100283-DCA,Business,03/31/2025,MV GARAGE MANAGEMENT INC,,2239,ADAM CLAYTON POWELL JR BLVD,,NEW YORK,NY,10027,6466602036,Manhattan,1
2034552-DCA,Business,03/31/2023,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,200,CABRINI BLVD,,NEW YORK,NY,10033,8605227641,Manhattan,1
2106797-DCA,Business,03/31/2023,"PREMIUM PARKING OF NY NJ, L.L.C.",,98,FRONT ST,,BROOKLYN,NY,11201,6462488530,Brooklyn,3
1192922-DCA,Business,03/31/2021,QUIK PARK SOUTHERN LLC,,1,NEW YORK PLZ,,NEW YORK,NY,10004,2128322066,Manhattan,1
2112423-DCA,Business,03/31/2025,LM DIME PARKING LLC,,277,S 5TH ST,,BROOKLYN,NY,11211,21227143571,Brooklyn,3
1134343-DCA,Business,03/31/2021,JONATHAN & GABRIELLE PARKING INC.,,1521,INWOOD AVE,,BRONX,NY,10452,7187310931,Bronx,2
2089543-DCA,Business,03/31/2023,GR PARKING INC,,4007,73RD ST,,WOODSIDE,NY,11377,3474459514,Queens,4
1381089-DCA,Business,03/31/2021,BK PARKING GROUP INC,,27,W 170TH ST,,BRONX,NY,10452,9173277488,Bronx,2
1299171-DCA,Business,03/31/2025,FULL HOUSE PARKING LLC,,13511,40TH RD,,FLUSHING,NY,11354,3477320219,Queens,4
2051058-DCA,Business,03/31/2025,CL PARKING LLC,,4809,CENTER BLVD,,LONG ISLAND CITY,NY,11109,212-686-9800,Queens,4
2021755-DCA,Business,03/31/2023,SP PLUS CORPORATION,,6575,SAUNDERS ST,,REGO PARK,NY,11374,2125025490,Queens,4
1461244-DCA,Business,03/31/2023,"IMPERIAL PARKING (U.S), LLC",IMPARK,9102,168TH ST,,JAMAICA,NY,11432,2129378660,Queens,4
2028650-DCA,Business,03/31/2023,"G&M PARKING GARAGE, CORP.",,1231,WEBSTER AVE,,BRONX,NY,10456,718-524-8328,Bronx,2
0901087-DCA,Business,03/31/2021,LTG PARKING CORP.,,165,W END AVE,,NEW YORK,NY,10023,212-686-9800,Manhattan,1
2012211-DCA,Business,03/31/2025,DIVINE PARKING GARAGE CORP,,3775,10TH AVE,,NEW YORK,NY,10034,2125442833,Manhattan,1
2090971-DCA,Business,03/31/2025,III IN LOT PARKING INC,,4388,BROADWAY,,NEW YORK,NY,10040,646-964-4640,Manhattan,1
1474717-DCA,Business,03/31/2025,"IMPERIAL PARKING (U.S.), LLC",,101,BEDFORD AVE,,BROOKLYN,NY,11211,2129378660,Brooklyn,3
2094608-DCA,Business,03/31/2025,422 EAST 72ND STREET GARAGE LLC,,422,E 72ND ST,,NEW YORK,NY,10021,6465840409,Manhattan,1
2082016-DCA,Business,03/31/2025,EZY PARKING INC.,,1981,SEDGWICK AVE,,BRONX,NY,10453,7182944264,Bronx,2
0976075-DCA,Business,03/31/2021,PREMIER PARKING LLC,,203,E 61ST ST,,NEW YORK,NY,10065,2126869800,Manhattan,1
2082019-DCA,Business,03/31/2025,EZY PARKING INC.,,930,SHERIDAN AVE,,BRONX,NY,10451,7182944264,Bronx,2
2108469-DCA,Business,03/31/2023,CARTER PARKING CORP.,,1841,CARTER AVE,,BRONX,NY,10457,7917741903,Bronx,2
1420787-DCA,Business,03/31/2023,CHAMPION PARKING 68 LLC,,80,CENTRAL PARK W,,NEW YORK,NY,10023,2123085959,Manhattan,1
2103421-DCA,Business,03/31/2023,H & E PARKING GARAGE CORP,,1962,CROTONA PKWY,,BRONX,NY,10460,7186178548,Bronx,2
2077757-DCA,Business,03/31/2025,ROGAR LLC,,280,BROADWAY,,NEW YORK,NY,10007,2129299404,Manhattan,1
2047160-DCA,Business,03/31/2023,"337 GARAGE, L.L.C.",,337,E 64TH ST,,NEW YORK,NY,10065,2128887400,Manhattan,1
2098799-DCA,Business,03/31/2023,ROY-ALL II LLC,,440,E 81ST ST,,NEW YORK,NY,10028,212-751-8050,Manhattan,1
2092451-DCA,Business,03/31/2025,OTTO PARK LLC,,211,MCGUINNESS BLVD,,BROOKLYN,NY,11222,2125755335,Brooklyn,3
0921085-DCA,Business,03/31/2025,"ABC PARKING, CORP.",,2070,WHITE PLAINS RD,,BRONX,NY,10462,7188025611,Bronx,2
2021442-DCA,Business,03/31/2025,G & K PARKING GARAGE INC.,,1208,FRANKLIN AVE,,BRONX,NY,10456,718-235-4975,Bronx,2
0962302-DCA,Business,03/31/2023,VIP CAPITAL PARKING CORPORATION,,298,MULBERRY ST,,NEW YORK,NY,10012,2129253331,Manhattan,1
2109016-DCA,Business,08/09/2023,GMH PARK INC,,371,HUMBOLDT ST,,BROOKLYN,NY,11211,9172140583,Brooklyn,3
2067409-DCA,Business,10/01/2023,535 CARLTON AVENUE PARKING CORP,,535,CARLTON AVE,,BROOKLYN,NY,11238,212-736-7171,Brooklyn,3
0469247-DCA,Business,03/31/2021,UNIQUE PARKING LLC,,41,E 21ST ST,,NEW YORK,NY,10010,2126869800,Manhattan,1
2097955-DCA,Business,03/31/2023,12 SPENCER PARK LLC,,18,SPENCER ST,,BROOKLYN,NY,11205,3473072941,Brooklyn,3
1130762-DCA,Business,03/31/2023,HJ PARKING LLC,ICON,301-309,W 51ST ST,,NEW YORK,NY,10019,2126869800,Manhattan,1
0369823-DCA,Business,03/31/2023,PARKLEX GARAGE INC.,,345,PARK AVE,,NEW YORK,NY,10154,2124072516,Manhattan,1
2082904-DCA,Business,03/31/2025,ADD PARK INC,,3000,PARK AVE,,BRONX,NY,10451,9174705093,Bronx,2
2068058-DCA,Business,,THE CAR PARK OF NEW YORK LLC,,9015,QUEENS BLVD,,ELMHURST,NY,11373,208-336-6597,Queens,4
2033073-DCA,Business,03/31/2021,"LA MIRAGE CAR PARK, INC.",,17810,WEXFORD TER,,JAMAICA,NY,11432,2122216111,Queens,4
1385583-DCA,Business,03/31/2023,VS PARKING GARAGE CORP.,,275,PARK AVE,,BROOKLYN,NY,11205,7189094449,Brooklyn,3
2053064-DCA,Business,03/31/2023,"PRO PARK AMERICA NEW YORK, LLC",,204,W 101ST ST,,NEW YORK,NY,10025,9174152749,Manhattan,1
1341282-DCA,Business,03/31/2023,2010 PARKING INC.,,2010,WESTCHESTER AVE,,BRONX,NY,10462,7188929379,Bronx,2
2105071-DCA,Business,03/31/2023,WINLEY PARKING INC,,5521,8TH AVE,,BROOKLYN,NY,11220,2129669858,Brooklyn,3
2051515-DCA,Business,03/31/2025,ADD PARK INC,,3213,3RD AVE,,BRONX,NY,10451,9174705093,Bronx,2
2113186-DCA,Business,08/17/2023,800 FLATBUSH AVE PARKING LLC,,800,FLATBUSH AVE,,BROOKLYN,NY,11226,347-866-3357,Brooklyn,3
2113675-DCA,Business,03/31/2025,SP PLUS CORPORATION,,39,E 29TH ST,,NEW YORK,NY,10016,2123217542,Manhattan,1
2051385-DCA,Business,08/22/2023,43-25 HUNTER STREET PARKING CORP.,,4325,HUNTER ST,,LONG ISLAND CITY,NY,11101,2127367171,Queens,4
1469508-DCA,Business,03/31/2025,VINCENT 15 PARKING LLC,,553,AVENUE OF THE AMERICAS,,NEW YORK,NY,10011,2126869800,Manhattan,1
2107971-DCA,Business,03/31/2025,SOBRO PARKING GARAGE CORP.,,276,GRAND CONCOURSE,,BRONX,NY,10451,7185573711,Bronx,2
2034103-DCA,Business,03/31/2025,TYOS LLC,,1131,OGDEN AVE,,BRONX,NY,10452,2126652160,Bronx,2
2113183-DCA,Business,08/17/2023,ONE SIXTEEN PARKING LLC,,150,BEACH 117TH ST,,ROCKAWAY PARK,NY,11694,3478663357,Queens,4
1360570-DCA,Business,08/17/2023,PARK 115TH LLC,,2131,FREDERICK DOUGLASS BLVD,,NEW YORK,NY,10026,2129799815,Manhattan,1
1130936-DCA,Business,03/31/2023,"CHAMPION PARKING 16, LLC",,101,E 16TH ST,,NEW YORK,NY,10003,2123085959,Manhattan,1
2113655-DCA,Business,08/09/2023,SP Plus Corporation,,8801,QUEENS BLVD,,ELMHURST,NY,11373,212-321-7542,Queens,4
2113661-DCA,Business,03/31/2025,22ND AND SIXTH PARKING LLC,,60,W 23RD ST,AKA 56-76 WEST 23RD STREET,NEW YORK,NY,10010,212-686-9800,Manhattan,1
2105165-DCA,Business,08/17/2023,ASTORIA PARKING MANAGEMENT LLC,ASTORIA PARKING MANAGEMENT,3422,35TH ST,,ASTORIA,NY,11106,7185457275,Queens,4
