DCA License Number,License Type,License Expiration Date,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,License Creation Date,Industry,Detail,Community Board,Council District,BIN,BBL,NTA,Census Tract,Longitude,Latitude,Location
2106005-DCA,Business,2025-03-31,QUIK PARK HUDSON VI LLC,,40,RIVERSIDE BLVD,,NEW YORK,NY,10069,212-686-9800,Manhattan,1,2022-05-13,Garage,"Vehicle Spaces: 180, Bicycle Spaces: 18",107,06,1089742,1011717509,,,-73.9917464625062,40.774216921107524,"(40.774216921107524, -73.9917464625062)"
2003108-DCA,Business,2025-03-31,BEAVER STREET PARKING LLC,,15,WILLIAM ST,,NEW YORK,NY,10004,212-785-9733,Manhattan,1,2014-01-31,Garage,"Vehicle Spaces: 166, Bicycle Spaces: 17",101,01,1000844,1000290046,,,-74.01062533579265,40.70456865338853,"(40.70456865338853, -74.01062533579265)"
0761016-DCA,Business,2025-03-31,64TH WEST END PARKING LLC,,110,W END AVE,,NEW YORK,NY,10023,2126869800,Manhattan,1,2006-05-11,Garage,"Vehicle Spaces: 106, Bicycle Spaces: 10",107,6,1030339,1011560001,MN14,151,-73.9878903174361,40.77510587540059,"(40.77510587540059, -73.9878903174361)"
2091664-DCA,Business,2025-03-31,TRUST UNDER WILL OF IRVING SERVANSKY,210 India Parking,210,INDIA ST,,BROOKLYN,NY,11222,6175476500,Brooklyn,3,2019-10-23,Garage and Parking Lot,"Vehicle Spaces: 23, Bicycle Spaces: 0",301,33,3332278,3025420011,,,-73.95110502126826,40.73264863305598,"(40.73264863305598, -73.95110502126826)"
1232880-DCA,Business,2025-03-31,MURRAY 38 PARKING LLC,,155,E 38TH ST,,NEW YORK,NY,10016,2126869800,Manhattan,1,2006-07-12,Garage,"Vehicle Spaces: 67, Bicycle Spaces: 6",106,4,1019272,1008940502,MN20,80,-73.97671425441138,40.74843349058,"(40.74843349058, -73.97671425441138)"
2099962-DCA,Business,2025-03-31,ELEMENT GARAGE MGMT LLC,,555,W 59TH ST,,NEW YORK,NY,10019,212-289-7200,Manhattan,1,2021-07-07,Parking Lot,"Vehicle Spaces: 190, Bicycle Spaces: 19",107,06,1087704,1011517503,,,-73.98913299591611,40.77106299965256,"(40.77106299965256, -73.98913299591611)"
2097161-DCA,Business,2025-03-31,CHAMPION PARKING CPW LLC,,225,CENTRAL PARK W,,NEW YORK,NY,10024,,Manhattan,1,2020-12-09,Garage and Parking Lot,"Vehicle Spaces: 58, Bicycle Spaces: 6",107,06,1031181,1011960029,,,-73.97094627103644,40.783101009656214,"(40.783101009656214, -73.97094627103644)"
1312449-DCA,Business,2025-03-31,STELLMAR PARKING LLC,,30,E 65TH ST,,NEW YORK,NY,10065,212-879-8798,Manhattan,1,2009-03-26,Garage,"Vehicle Spaces: 31, Bicycle Spaces:",108,4,1041091,1013790051,MN40,122,-73.9684225207926,40.76722752778376,"(40.76722752778376, -73.9684225207926)"
0760802-DCA,Business,2025-03-31,MERIT PARKING LLC,,12,E 107TH ST,,NEW YORK,NY,10029,2126869800,Manhattan,1,2006-05-16,Garage,"Vehicle Spaces: 1000, Bicycle Spaces: 28",111,09,1051514,1016120001,,,-73.95014568042973,40.794748021175344,"(40.794748021175344, -73.95014568042973)"
2093300-DCA,Business,2025-03-31,MP LINCOLN SQUARE PARKING LLC,,143,W 68TH ST,,NEW YORK,NY,10023,2124903460,Manhattan,1,2020-01-02,Garage,"Vehicle Spaces: 271, Bicycle Spaces: 20",107,06,1028950,1011407501,,,-73.98248162136171,40.77562942490355,"(40.77562942490355, -73.98248162136171)"
0924489-DCA,Business,2025-03-31,CHAMPION BROADWAY PARKING CORP,,60,E 8TH ST,,NEW YORK,NY,10003,212-308-5959,Manhattan,1,1997-04-14,Garage,"Vehicle Spaces: 169, Bicycle Spaces: 17",102,1,1080855,1005480501,MN23,57,-73.99313013269732,40.730885697091544,"(40.730885697091544, -73.99313013269732)"
2105668-DCA,Business,2025-03-31,ARENA PARKING LLC,ARENA PARKING,700,PACIFIC ST,,BROOKLYN,NY,11217,9175668422,Brooklyn,3,2022-04-29,Garage,"Vehicle Spaces: 170, Bicycle Spaces: 17",308,35,3027610,3011287501,,,-73.97239648259087,40.68193521518996,"(40.68193521518996, -73.97239648259087)"
2050301-DCA,Business,2025-03-31,10 WEST 66TH STREET CAR PARK LLC,GGMC,10,W 66TH ST,,NEW YORK,NY,10023,2129966363,Manhattan,1,2017-03-29,Garage,"Vehicle Spaces: 195, Bicycle Spaces: 20",107,06,1028163,1011180022,MN14,149,-73.97932331414397,40.77265909494036,"(40.77265909494036, -73.97932331414397)"
1400052-DCA,Business,2025-03-31,SHERMAN PARKING SYSTEMS INC.,,361,E 161ST ST,,BRONX,NY,10451,9149601795,Bronx,2,2011-07-14,Garage,"Vehicle Spaces: 50, Bicycle Spaces: 0",203,17,2116977,2024080001,BX35,141,-73.91514747450677,40.8246038902996,"(40.8246038902996, -73.91514747450677)"
1076844-DCA,Business,2025-03-31,"CARNEGIE CAR PARK, INC.",GGMC,40,E 94TH ST,,NEW YORK,NY,10128,2129966363,Manhattan,1,2001-04-06,Garage,"Vehicle Spaces: 110, Bicycle Spaces: 11",108,04,,,,,-73.9548467941341,40.78582409183425,"(40.78582409183425, -73.9548467941341)"
1122008-DCA,Business,2025-03-31,CHAMPION PARKING 75 LLC,,370,E 76TH ST,,NEW YORK,NY,10021,2123085959,Manhattan,1,2002-09-06,Garage,"Vehicle Spaces: 104, Bicycle Spaces: 10",108,5,1045148,1014500023,MN31,134,-73.95494367437269,40.7707308233789,"(40.7707308233789, -73.95494367437269)"
0920608-DCA,Business,2025-03-31,CAROUSEL PARKING CORP,,201,W 75TH ST,,NEW YORK,NY,10023,2123085959,Manhattan,1,1997-04-15,Garage,"Vehicle Spaces: 278, Bicycle Spaces: 21",107,6,1030841,1011670029,MN12,163,-73.9803535332688,40.78062999132912,"(40.78062999132912, -73.9803535332688)"
2025565-DCA,Business,2025-03-31,WHITNEY 90 PARKING LLC,,200,E 90TH ST,,NEW YORK,NY,10128,212-686-9800,Manhattan,1,2015-07-10,Garage and Parking Lot,"Vehicle Spaces: 109, Bicycle Spaces: 10",108,05,1048876,1015350003,MN32,154,-73.95179151310471,40.78123640307426,"(40.78123640307426, -73.95179151310471)"
1312853-DCA,Business,2025-03-31,420 EAST 53RD PARKING LLC,,420,E 53RD ST,,NEW YORK,NY,10022,2127595290,Manhattan,1,2009-03-31,Garage,"Vehicle Spaces: 270, Bicycle Spaces: 20",106,5,1078258,1013640005,MN19,8603,-73.96413645014091,40.75547328219477,"(40.75547328219477, -73.96413645014091)"
1250226-DCA,Business,2025-03-31,HEIGHTS 183 PARKING LLC,,2479,AMSTERDAM AVE,,NEW YORK,NY,10033,2126869800,Manhattan,1,2007-03-20,Garage,"Vehicle Spaces: 140, Bicycle Spaces: 14",112,10,1063579,1021490016,MN35,267,-73.93007305792149,40.8492174978712,"(40.8492174978712, -73.93007305792149)"
2034908-DCA,Business,2025-03-31,QUIK PARK 365 MANAGEMENT LLC,,365,BOND ST,,BROOKLYN,NY,11231,2126869800,Brooklyn,3,2016-03-24,Garage,"Vehicle Spaces: 193, Bicycle Spaces: 19",306,39,3336304,3004580001,BK33,77,-73.99096881578231,40.67801589078201,"(40.67801589078201, -73.99096881578231)"
2084142-DCA,Business,2025-03-31,CHAMPION PARKING 245 LLC,,1441,2ND AVE,,NEW YORK,NY,10021,2123085959,Manhattan,1,2019-04-03,Garage,"Vehicle Spaces: 70, Bicycle Spaces: 7",108,04,1044060,1014307501,MN31,134,-73.95687870727632,40.77085233235716,"(40.77085233235716, -73.95687870727632)"
2106841-DCA,Business,2025-03-31,550 WEST 25TH CAR PARK LLC,GGMC,550,W 25TH ST,,NEW YORK,NY,10001,212996363,Manhattan,1,2022-06-17,Garage,"Vehicle Spaces: 163, Bicycle Spaces: 16",104,03,1012377,1006960058,,,-74.00488677653543,40.74966538782928,"(40.74966538782928, -74.00488677653543)"
2047955-DCA,Business,2025-03-31,300 E. 34 PARKING LLC,,300,E 34TH ST,,NEW YORK,NY,10016,212-481-6016,Manhattan,1,2017-02-02,Garage,"Vehicle Spaces: 148, Bicycle Spaces: 15",106,02,1078843,1009390001,MN20,70,-73.9757880681296,40.744730633043375,"(40.744730633043375, -73.9757880681296)"
1400292-DCA,Business,2025-03-31,"CONNAUGHT CAR PARK, LLC",,300,E 54TH ST,,NEW YORK,NY,10022,2129966363,Manhattan,1,2011-07-18,Garage,"Vehicle Spaces: 73, Bicycle Spaces: 7",106,5,1039846,1013460049,MN19,98,-73.96635177101938,40.75722509813542,"(40.75722509813542, -73.96635177101938)"
0889934-DCA,Business,2025-03-31,"MUTUAL PARKING SYSTEM, INC.",,340,E 64TH ST,,NEW YORK,NY,10065,2128887400,Manhattan,1,2003-05-16,Garage,"Vehicle Spaces: 91, Bicycle Spaces: 9",108,5,1044390,1014380501,MN31,110,-73.96103496347446,40.763292051127415,"(40.763292051127415, -73.96103496347446)"
2108051-DCA,Business,2025-03-31,A & J PARKING LLC,,1073,SUMMIT AVE,,BRONX,NY,10452,9143143157,Bronx,2,2022-08-10,Garage,"Vehicle Spaces: 71, Bicycle Spaces: 7",204,16,2003492,2025260076,,,-73.92913021503848,40.83512833259711,"(40.83512833259711, -73.92913021503848)"
2019936-DCA,Business,2025-03-31,SP PLUS CORPORATION,,910,9TH AVE,,NEW YORK,NY,10019,2125025490,Manhattan,1,2015-03-24,Garage and Parking Lot,"Vehicle Spaces: 318, Bicycle Spaces: 21",104,03,1082934,1010490001,MN14,145,-73.98510803217168,40.76873226571956,"(40.76873226571956, -73.98510803217168)"
2104241-DCA,Business,2025-03-31,CHAMPION 68 LLC,,80,CENTRAL PARK WEST,,NEW YORK,NY,10023,212,Manhattan,1,2022-03-03,Garage,"Vehicle Spaces: 83, Bicycle Spaces: 8",101,01,1000812,1000220020,,,-74.01290870587448,40.70627017391471,"(40.70627017391471, -74.01290870587448)"
2110557-DCA,Business,2025-03-31,3718 HENRY HUDSON PARKING LLC,,3718,HENRY HUDSON PKWY,,BRONX,NY,10463,3473204333,Bronx,2,2023-01-10,Garage and Parking Lot,"Vehicle Spaces: 123, Bicycle Spaces: 12",208,11,2084199,2057990046,,,-73.91019082217106,40.888359571301635,"(40.888359571301635, -73.91019082217106)"
2109644-DCA,Business,2025-03-31,222 EAST 69TH GARAGE LLC,,222,E 69TH ST,,NEW YORK,NY,10021,2124903460,Manhattan,1,2022-11-03,Garage and Parking Lot,"Vehicle Spaces: 157, Bicycle Spaces: 16",108,04,1043903,1014230010,,,-73.96084849759298,40.767310289949684,"(40.767310289949684, -73.96084849759298)"
1196302-DCA,Business,2025-03-31,54TH & 2ND PARKING LLC,,300,E 55TH ST,,NEW YORK,NY,10022,2126869800,Manhattan,1,2006-05-11,Garage,"Vehicle Spaces: 25, Bicycle Spaces:",106,5,1039961,1013470501,MN19,108,-73.96588942814309,40.75785076399684,"(40.75785076399684, -73.96588942814309)"
1356319-DCA,Business,2025-03-31,F & R PARKING LOT CORP.,,65,NEW YORK AVE,,BROOKLYN,NY,11216,7183295670,Brooklyn,3,2010-06-01,Garage,"Vehicle Spaces: 90, Bicycle Spaces: 9",308,36,0,3000000000,BK61,313,-73.94694865059252,40.677888734251724,"(40.677888734251724, -73.94694865059252)"
1437468-DCA,Business,2025-03-31,"W K PARKING, CORP",,525,E 11TH ST,,NEW YORK,NY,10009,9179390977,Manhattan,1,2012-07-14,Garage,"Vehicle Spaces: 90, Bicycle Spaces: 9",103,2,1087059,1004050504,MN22,34,-73.98104009178402,40.72813958548368,"(40.72813958548368, -73.98104009178402)"
2090192-DCA,Business,2025-03-31,EASTSIDE 27 COMMERCIAL LLC,,200,E 27TH ST,,NEW YORK,NY,10016,2123649704,Manhattan,1,2019-09-04,Garage and Parking Lot,"Vehicle Spaces: 68, Bicycle Spaces: 7",106,02,1019864,1009070056,MN20,66,-73.98114461567869,40.74127050417237,"(40.74127050417237, -73.98114461567869)"
2099853-DCA,Business,2025-03-31,THE ARCHES PARKING CORP,NAGLE PARKING,228,E 135TH ST,,BRONX,NY,10451,9176643792,Bronx,2,2021-07-02,Garage,"Vehicle Spaces: 216, Bicycle Spaces: 20",201,08,2129363,2023190160,,,-73.9289053192927,40.8088612425003,"(40.8088612425003, -73.9289053192927)"
2106494-DCA,Business,2025-03-31,SUPER POWER PARK CORP,,164,DYCKMAN ST,,NEW YORK,NY,10040,6468612219,Manhattan,1,2022-06-02,Garage and Parking Lot,"Vehicle Spaces: 142, Bicycle Spaces: 16",112,10,1064234,1021750074,,,-73.92617845317197,40.86381414107794,"(40.86381414107794, -73.92617845317197)"
1199399-DCA,Business,2025-03-31,215 E 95TH PARKING LLC,,207,E 95TH ST,,NEW YORK,NY,10128,2126869800,Manhattan,1,2006-05-11,Garage and Parking Lot,"Vehicle Spaces: 212, Bicycle Spaces: 20",108,05,1049245,1015410001,,,-73.94934461766124,40.78432318010389,"(40.78432318010389, -73.94934461766124)"
1246955-DCA,Business,2025-03-31,UNIVERSITY 10 PARKING LLC,,63,E 9TH ST,,NEW YORK,NY,10003,2126869800,Manhattan,1,2007-01-22,Garage,"Vehicle Spaces: 112, Bicycle Spaces: 11",102,2,1009099,1005610501,MN23,59,-73.99250947497119,40.73142363036355,"(40.73142363036355, -73.99250947497119)"
1417423-DCA,Business,2025-03-31,STAR PARKING GARAGE INC.,,840,WESTCHESTER AVE,,BRONX,NY,10459,718-991-8100,Bronx,2,2012-01-17,Parking Lot,"Vehicle Spaces: 74, Bicycle Spaces: 7",202,17,2115863,2026890048,BX33,87,-73.90148229894645,40.81974036245081,"(40.81974036245081, -73.90148229894645)"
0367195-DCA,Business,2025-03-31,NEW YORK PARKING 51ST STREET CORP.,,251,E 51ST ST,,NEW YORK,NY,10022,212-308-5959,Manhattan,1,1997-03-28,Garage,"Vehicle Spaces: 54, Bicycle Spaces: 5",106,5,1038472,1013250024,MN19,98,-73.96917140638074,40.75597977288785,"(40.75597977288785, -73.96917140638074)"
1413293-DCA,Business,2025-03-31,"60 SUTTON PLACE PARKING ASSOCIATES, LLC",,60,SUTTON PL S,,NEW YORK,NY,10022,2125352890,Manhattan,1,2011-11-16,Garage,"Vehicle Spaces: 213, Bicycle Spaces: 20",106,5,1040160,1013650020,MN19,8603,-73.96223076369402,40.75528603041633,"(40.75528603041633, -73.96223076369402)"
2030422-DCA,Business,2025-03-31,"KNICKERBOCKER PLAZA CAR PARK, LLC",,1751,2ND AVE,,NEW YORK,NY,10128,2129966363  X-14,Manhattan,1,2015-11-13,Garage and Parking Lot,"Vehicle Spaces: 104, Bicycle Spaces: 10",108,05,1048914,1015370022,MN32,154,-73.94931447952392,40.78122161654635,"(40.78122161654635, -73.94931447952392)"
2059576-DCA,Business,2025-03-31,21ST AND 11TH PARKING LLC,,551,W 21ST ST,,NEW YORK,NY,10011,212-686-9800,Manhattan,1,2017-10-18,Garage,"Vehicle Spaces: 53, Bicycle Spaces: 5",104,03,1089871,1006937502,MN13,99,-74.00662612245475,40.74705230049076,"(40.74705230049076, -74.00662612245475)"
0789927-DCA,Business,2025-03-31,SUPERIOR PARKING LLC,,515,E 79TH ST,,NEW YORK,NY,10075,2126869800,Manhattan,1,2006-05-18,Garage,"Vehicle Spaces: 125, Bicycle Spaces: 12",108,5,1050766,1015760014,MN32,136,-73.94983480935903,40.77114865750011,"(40.77114865750011, -73.94983480935903)"
2109568-DCA,Business,2025-03-31,222 JOHNSON AVE PARKING LLC,NAGLE PARKING,222,JOHNSON AVE,,BROOKLYN,NY,11206,3473204333,Brooklyn,3,2022-10-27,Garage and Parking Lot,"Vehicle Spaces: 88, Bicycle Spaces: 9",301,34,3425084,3030720040,,,-73.94020247016829,40.70686470338085,"(40.70686470338085, -73.94020247016829)"
2068483-DCA,Business,2025-03-31,QUEENS LIC PARKING LLC,,3002,39TH AVE,,LONG ISLAND CITY,NY,11101,212-686-9800,Queens,4,2018-03-28,Garage,"Vehicle Spaces: 330, Bicycle Spaces: 21",401,26,4000000,4004000208,QN68,31,-73.93357761615337,40.753036103499575,"(40.753036103499575, -73.93357761615337)"
0992903-DCA,Business,2025-03-31,"SEVEN ELEVEN CAR PARK, LLC",GGMC,711,3RD AVE,,NEW YORK,NY,10017,2129966363,Manhattan,1,1998-08-18,Garage,"Vehicle Spaces: 165, Bicycle Spaces: 16",106,4,1037568,1013180001,MN19,90,-73.9732660072224,40.75237419947105,"(40.75237419947105, -73.9732660072224)"
1461171-DCA,Business,2025-03-31,CHAMPION PARKING 230 LLC,,230,W 55TH ST,,NEW YORK,NY,10019,2123085959,Manhattan,1,2013-04-01,Garage,"Vehicle Spaces: 109, Bicycle Spaces: 11",105,03,1078861,1010267502,,,-73.98260718446303,40.764892022689295,"(40.764892022689295, -73.98260718446303)"
0469813-DCA,Business,2025-03-31,EAST 71ST STREET GARAGE CORP.,MUTUAL PARKING,135,E 71ST ST,,NEW YORK,NY,10021,2128799451,Manhattan,1,1997-04-14,Garage,"Vehicle Spaces: 54, Bicycle Spaces: 5",108,4,1042806,1014060017,MN40,128,-73.96316472378017,40.7699432598359,"(40.7699432598359, -73.96316472378017)"
1310681-DCA,Business,2025-03-31,SBC PARKING LLC,,50,E 89TH ST,,NEW YORK,NY,10128,2128318816,Manhattan,1,2009-03-06,Garage,"Vehicle Spaces: 153, Bicycle Spaces: 15",108,4,1046957,1015000045,MN40,15002,-73.9569216683334,40.782575120960765,"(40.782575120960765, -73.9569216683334)"
2037952-DCA,Business,2025-03-31,YORK & 90TH PARKING LLC,,1731,YORK AVE,,NEW YORK,NY,10128,2126869800,Manhattan,1,2016-05-20,Garage and Parking Lot,"Vehicle Spaces: 92, Bicycle Spaces: 9",108,05,1050733,1015700021,,,-73.94519305488502,40.778587528233906,"(40.778587528233906, -73.94519305488502)"
1323180-DCA,Business,2025-03-31,73RD STREET PARKING CORP.,,1257,3RD AVE,,NEW YORK,NY,10021,2127367171,Manhattan,1,2009-06-19,Garage,"Vehicle Spaces: 65, Bicycle Spaces: 7",108,4,1085193,1014270001,MN31,126,-73.9603883991646,40.77002742574141,"(40.77002742574141, -73.9603883991646)"
1461242-DCA,Business,2025-03-31,"IMPERIAL PARKING (U.S.), LLC",IMPARK,168-36,90TH AVE,,JAMAICA,NY,11432,2129378660,Queens,4,2013-04-01,Garage,"Vehicle Spaces: 253, Bicycle Spaces: 21",412,27,4209649,4098000005,,,-73.79235460978246,40.70814218866804,"(40.70814218866804, -73.79235460978246)"
0367318-DCA,Business,2025-03-31,"ALMAR GARAGE, INC.",,700,PARK AVE,,NEW YORK,NY,10021,2127444750,Manhattan,1,1997-04-15,Garage,"Vehicle Spaces: 51, Bicycle Spaces: 5",108,4,1041309,1013840032,MN40,122,-73.96511456215681,40.76935374759555,"(40.76935374759555, -73.96511456215681)"
0835271-DCA,Business,2025-03-31,NEW YORK PARKING 54TH ST. CORP.,,527,MADISON AVE,,NEW YORK,NY,10022,2123085959,Manhattan,1,1997-04-10,Garage,"Vehicle Spaces: 26, Bicycle Spaces:",105,3,1035734,1012890052,MN17,102,-73.9737465936872,40.760133705031734,"(40.760133705031734, -73.9737465936872)"
2096502-DCA,Business,2025-03-31,WEST 15 PARK LLC,,84,14TH ST,,BROOKLYN,NY,11215,2123606300,Brooklyn,3,2020-09-25,Garage,"Vehicle Spaces: 25, Bicycle Spaces: 0",306,39,3426351,3010390020,,,-73.99488121099446,40.66909561146527,"(40.66909561146527, -73.99488121099446)"
2047157-DCA,Business,2025-03-31,301 EAST 79 PARKING LLC,,301,E 79TH ST,,NEW YORK,NY,10075,2128887400,Manhattan,1,2017-01-06,Garage,"Vehicle Spaces: 225, Bicycle Spaces: 20",108,05,1049261,1015427501,MN32,138,-73.95469288994452,40.7731927560976,"(40.7731927560976, -73.95469288994452)"
1228853-DCA,Business,2025-03-31,"GREENE HOUSE CAR PARK, LLC",GGMC,381,CARLTON AVE,,BROOKLYN,NY,11238,2129966363,Brooklyn,3,2006-06-01,Garage,"Vehicle Spaces: 19, Bicycle Spaces:",302,35,3388333,3021200501,BK68,181,-73.97149319900068,40.686414462761164,"(40.686414462761164, -73.97149319900068)"
2040594-DCA,Business,2025-03-31,CHAMPION PARKING NORTH LLC,,2917,QUEENS PLZ N,,LONG ISLAND CITY,NY,11101,212-308-5959,Queens,4,2016-07-18,Garage,"Vehicle Spaces: 60, Bicycle Spaces: 6",401,26,4596217,4004180007,QN68,33,-73.93704916564529,40.74987335877293,"(40.74987335877293, -73.93704916564529)"
2104075-DCA,Business,2025-03-31,PARK LANE GARAGE MGMT LLC,,11624,GROSVENOR LN,,RICHMOND HILL,NY,11418,212-289-7200,Queens,4,2022-02-23,Garage and Parking Lot,"Vehicle Spaces: 74, Bicycle Spaces: 7",409,29,4533536,4033217504,,,-73.83560718664091,40.70723769171623,"(40.70723769171623, -73.83560718664091)"
2115141-DCA,Business,2025-03-31,MP WEST 90 PARKING LLC,,101,W 90TH ST,,NEW YORK,NY,10024,,Manhattan,1,2023-07-17,Garage,"Vehicle Spaces: 64, Bicycle Spaces: 6",107,06,1032490,1012210029,,,-73.97038390702454,40.789095363543794,"(40.789095363543794, -73.97038390702454)"
1099297-DCA,Business,2025-03-31,205 THIRD PARKING LLC,,205,3RD AVE,,NEW YORK,NY,10003,2126869800,Manhattan,1,2006-05-11,Garage,"Vehicle Spaces: 96, Bicycle Spaces: 10",106,2,1019580,1008990001,MN21,48,-73.98528857861925,40.73587492531159,"(40.73587492531159, -73.98528857861925)"
1085597-DCA,Business,2025-03-31,86 ST. PARKING GARAGE CORP.,,8610,ROOSEVELT AVE,,JACKSON HTS,NY,11372,7186514273,Queens,4,2001-06-26,Garage,"Vehicle Spaces: 75, Bicycle Spaces: 7",404,21,4037053,4015020006,QN29,26901,-73.88000618229981,40.74803848123267,"(40.74803848123267, -73.88000618229981)"
1124818-DCA,Business,2025-03-31,ROYAL 89 PARKING LLC,,200,E 89TH ST,,NEW YORK,NY,10128,2126869800,Manhattan,1,2006-05-17,Garage,"Vehicle Spaces: 70, Bicycle Spaces: 7",108,5,1073221,1015340501,MN32,14602,-73.95224332230585,40.780605302028384,"(40.780605302028384, -73.95224332230585)"
2051520-DCA,Business,2025-03-31,LONG ISLAND JEWISH MEDICAL CENTER,,27117,76TH AVE,,NEW HYDE PARK,NY,11040,718-470-7202,Queens,4,2017-04-19,Garage,"Vehicle Spaces: 921, Bicycle Spaces: 32",413,23,4439545,4085200002,QN44,155102,-73.70596118151632,40.75410998481217,"(40.75410998481217, -73.70596118151632)"
1313397-DCA,Business,2025-03-31,PARK KWIK LLC,,20,JAY ST,,BROOKLYN,NY,11201,7182222500,Brooklyn,3,2009-04-06,Garage,"Vehicle Spaces: 150, Bicycle Spaces: 16",302,33,3000010,3000190001,BK38,21,-73.98658673713948,40.70431309914765,"(40.70431309914765, -73.98658673713948)"
2068554-DCA,Business,2025-03-31,HERALD SQUARE PARKING LLC,,839,6TH AVE,,NEW YORK,NY,10001,2126869800,Manhattan,1,2018-03-29,Garage and Parking Lot,"Vehicle Spaces: 529, Bicycle Spaces: 23",105,03,1015146,1008057502,MN17,95,-73.98990565225326,40.74690108756266,"(40.74690108756266, -73.98990565225326)"
2102761-DCA,Business,2025-03-31,CHAMPION PARKING 45 LLC,,235,E 45TH ST,,NEW YORK,NY,10017,2123085959,Manhattan,1,2021-11-22,Garage,"Vehicle Spaces: 90, Bicycle Spaces: 9",106,04,1037589,1013190016,,,-73.97216158480887,40.75232727715523,"(40.75232727715523, -73.97216158480887)"
0782517-DCA,Business,2025-03-31,EXCELLENT PARKING LLC,,153,E 29TH ST,,NEW YORK,NY,10016,2126869800,Manhattan,1,2006-05-15,Garage,"Vehicle Spaces: 123, Bicycle Spaces: 12",106,02,1018263,1008850042,,,-73.98138230344809,40.74300797010487,"(40.74300797010487, -73.98138230344809)"
2104942-DCA,Business,2025-03-31,MP WEST 43 PARKING LLC,,360,W 43RD ST,,NEW YORK,NY,10036,2124903460,Manhattan,1,2022-04-01,Garage,"Vehicle Spaces: 105, Bicycle Spaces: 11",104,03,1086106,1010330001,,,-73.99094706174337,40.75859379465962,"(40.75859379465962, -73.99094706174337)"
1308680-DCA,Business,2025-03-31,305 EAST 80TH PARKING LLC,,305,E 80TH ST,,NEW YORK,NY,10075,2126283121,Manhattan,1,2009-02-04,Garage,"Vehicle Spaces: 233, Bicycle Spaces: 20",108,5,1049810,1015430005,MN32,138,-73.95418696351773,40.77387325121576,"(40.77387325121576, -73.95418696351773)"
2105876-DCA,Business,2025-03-31,QUIK PARK 3RD AVE LLC,,1142,3RD AVE,,NEW YORK,NY,10065,212-686-9800,Manhattan,1,2022-05-10,Garage,"Vehicle Spaces: 120, Bicycle Spaces: 12",108,04,1042464,1014017501,,,-73.96311980008728,40.76631469833123,"(40.76631469833123, -73.96311980008728)"
2057793-DCA,Business,2025-03-31,400 EAST 56 PARKING LLC,,400,E 56TH ST,,NEW YORK,NY,10022,2127522884,Manhattan,1,2017-09-01,Garage,"Vehicle Spaces: 571, Bicycle Spaces: 24",106,05,1040460,1013670001,MN19,10601,-73.96307776310553,40.75748759081678,"(40.75748759081678, -73.96307776310553)"
