DCA License Number,License Expiration Date,License Creation Date,Industry,Detail,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Longitude,Latitude,Location
1093313-DCA,03/31/2025,09/07/2001,Garage,"Vehicle Spaces: 372, Bicycle Spaces: 21",CHAMPION PARKING 57 LLC,,316,W 57TH ST,,NEW YORK,NY,10019,2123085959,Manhattan,1,104,6,1025450,1010470503,MN15,139,-73.98363189062222,40.76702483684617,"(40.76702483684617, -73.98363189062222)"
2109756-DCA,09/25/2023,11/10/2022,Garage,"Vehicle Spaces: 118, Bicycle Spaces: 63",PROPARK AMERICA NEW YORK LLC,PROPARK MOBILITY,1101,PRESIDENT ST,,BROOKLYN,NY,11225,5169289767,Brooklyn,3,309,35,3427018,3012740101,,,-73.95426670287726,40.668276925846094,"(40.668276925846094, -73.95426670287726)"
1461250-DCA,03/31/2025,04/01/2013,Garage,"Vehicle Spaces: 405, Bicycle Spaces: 22","IMPERIAL PARKING (U.S.), LLC",IMPARK,89-35,162ND ST,,JAMAICA,NY,11432,2129378660,Queens,4,412,24,4565232,4097610018,,,-73.7985836319317,40.70578726376039,"(40.70578726376039, -73.7985836319317)"
2107054-DCA,03/31/2025,06/28/2022,Garage,"Vehicle Spaces: 69, Bicycle Spaces: 7","COVE CLUB CAR PARK, LLC",GGMC,2,S END AVE,,NEW YORK,NY,10280,2129966363,Manhattan,1,101,01,1082813,1000167511,,,-74.0176557112128,40.70803717159958,"(40.70803717159958, -74.0176557112128)"
2102405-DCA,03/31/2025,11/03/2021,Garage,"Vehicle Spaces: 378, Bicycle Spaces: 22",YS 440W57 OWNER LLC,THE WATSON GARAGE,440,W 57TH ST,,NEW YORK,NY,10019,2127657069,Manhattan,1,104,6,1026863,1010660012,,,-73.98695649983485,40.76843331312154,"(40.76843331312154, -73.98695649983485)"
1414488-DCA,03/31/2025,12/01/2011,Garage,"Vehicle Spaces: 98, Bicycle Spaces: 9","200 EAST 72ND STREET GARAGE PARTNERS, LLC",,203,E 71ST ST,,NEW YORK,NY,10021,2122495514,Manhattan,1,108,4,1043934,1014260005,MN31,126,-73.960843916038,40.7689626222786,"(40.7689626222786, -73.960843916038)"
2113374-DCA,10/15/2023,05/15/2023,Garage,"Vehicle Spaces: 110, Bicycle Spaces: 11",685 1ST AVENUE PARKING CORP.,,685,1ST AVE,,NEW YORK,NY,10016,2127367171,Manhattan,1,106,04,1089769,1009457502,,,-73.97117132877398,40.747018691029226,"(40.747018691029226, -73.97117132877398)"
2065563-DCA,09/21/2023,02/01/2018,Garage,"Vehicle Spaces: 998, Bicycle Spaces: 28",PARKING SYSTEMS PLUS INC,,280,BAYCHESTER AVE,,BRONX,NY,10475,8009441424,Bronx,2,210,12,2000000,2051410015,BX13,46201,-73.83065819059003,40.86641153172347,"(40.86641153172347, -73.83065819059003)"
2099103-DCA,03/31/2025,06/03/2021,Garage,"Vehicle Spaces: 94, Bicycle Spaces: 9",EMBASSY GARAGE PARKING PARTNERS LLC,EMBASSY GARAGE,120,E 81ST ST,,NEW YORK,NY,10028,2127440868,Manhattan,1,108,04,1047536,1015090056,,,-73.95838069661235,40.77645489584078,"(40.77645489584078, -73.95838069661235)"
1204173-DCA,03/31/2025,03/05/2009,Garage,"Vehicle Spaces: 190, Bicycle Spaces: 10",TUNNEL 34 PARKING LLC,,222,E 34TH ST,,NEW YORK,NY,10016,2126869800,Manhattan,1,106,2,1088117,1009140036,MN20,70,-73.97709429151544,40.74527985017423,"(40.74527985017423, -73.97709429151544)"
1319920-DCA,03/31/2025,05/27/2009,Garage,"Vehicle Spaces: 115, Bicycle Spaces: 12",TOWNHOUSE PARKING LLC,,177,E 73RD ST,,NEW YORK,NY,10021,2122881798,Manhattan,1,108,4,1043045,1014080031,MN40,128,-73.96077067757834,40.77071923095086,"(40.77071923095086, -73.96077067757834)"
2105057-DCA,03/31/2025,04/06/2022,Garage,"Vehicle Spaces: 375, Bicycle Spaces: 22",MP WEST END PARKING LLC,,55,W END AVE,,NEW YORK,NY,10023,2124903460,Manhattan,1,107,06,1087719,1011710063,,,-73.9886811994225,40.77405746597447,"(40.77405746597447, -73.9886811994225)"
2021912-DCA,03/31/2025,04/30/2015,Garage,"Vehicle Spaces: 371, Bicycle Spaces: 22",SP PLUS CORPORATION,,250,VESEY ST,,NEW YORK,NY,10080,2125025490,Manhattan,1,101,01,1000060,1000160150,MN25,31703,-74.01567705701206,40.714528821024324,"(40.714528821024324, -74.01567705701206)"
1181333-DCA,03/31/2025,09/28/2004,Garage,"Vehicle Spaces: 52, Bicycle Spaces: 5","SAVANNAH GARAGE, LLC",,250,W 89TH ST,,NEW YORK,NY,10024,212-888-7400,Manhattan,1,107,6,1071151,1012360501,MN12,175,-73.97553671469177,40.79041953302292,"(40.79041953302292, -73.97553671469177)"
2009446-DCA,03/31/2025,06/10/2014,Garage,"Vehicle Spaces: 119, Bicycle Spaces: 19","CARLYLE CAR PARK, LLC",,53,E 76TH ST,,NEW YORK,NY,10021,2125702182,Manhattan,1,108,04,1041797,1013910021,MN40,130,-73.96299631788466,40.77414540134402,"(40.77414540134402, -73.96299631788466)"
1076826-DCA,03/31/2025,04/06/2001,Garage,"Vehicle Spaces: 94, Bicycle Spaces: 9","300 EAST 74TH STREET CAR PARK, LLC",GGMC,300,E 74TH ST,,NEW YORK,NY,10021,2129966363,Manhattan,1,108,5,1089033,1014480003,MN31,126,-73.95705257462451,40.76996310160079,"(40.76996310160079, -73.95705257462451)"
1242325-DCA,10/15/2023,03/12/2009,Garage,"Vehicle Spaces: 650, Bicycle Spaces: 25","OCHRE CAR PARK, LLC",,625,ATLANTIC AVE,,BROOKLYN,NY,11217,2129966363,Brooklyn,3,302,35,3057470,3020020001,BK68,35,-73.97570576358753,40.68343186243824,"(40.68343186243824, -73.97570576358753)"
2045569-DCA,03/31/2025,11/15/2016,Parking Lot,"Vehicle Spaces: 200, Bicycle Spaces: 20",I PARK JFK LLC,BOLT PARKING JFK,15132,135TH AVE,,JAMAICA,NY,11434,,Queens,4,412,28,4596161,4121320025,QN02,294,-73.78591660605142,40.6676119724833,"(40.6676119724833, -73.78591660605142)"
2100900-DCA,03/31/2025,08/18/2021,Parking Lot,"Vehicle Spaces: 33, Bicycle Spaces: 0",STAR PARKING 2 INC.,,850,E 181ST ST,,BRONX,NY,10460,6465530623,Bronx,2,206,17,2000000,2031190016,,,-73.88336698757136,40.84654481146887,"(40.84654481146887, -73.88336698757136)"
2030397-DCA,03/31/2025,11/12/2015,Garage,"Vehicle Spaces: 220, Bicycle Spaces: 22","RUPPERT CAR PARK, LLC",,1601,3RD AVE,,NEW YORK,NY,10128,2129966363,Manhattan,1,108,05,1086170,1015367501,MN32,154,-73.95204410072269,40.78147530043751,"(40.78147530043751, -73.95204410072269)"
2079998-DCA,03/31/2025,11/16/2018,Garage,"Vehicle Spaces: 162, Bicycle Spaces: 16",SP PLUS CORPORATION,,1,BLUE SLIP,,BROOKLYN,NY,11222,2125025490,Brooklyn,3,301,33,3418101,3024720100,,,-73.95980628973068,40.735561438280435,"(40.735561438280435, -73.95980628973068)"
2046942-DCA,03/31/2025,12/30/2016,Garage,"Vehicle Spaces: 550, Bicycle Spaces: 24",REDBALL OWNERS LLC,,142,E 31ST ST,,NEW YORK,NY,10016,2128887400,Manhattan,1,106,02,1018326,1008860056,MN20,72,-73.98073234044917,40.74433083281106,"(40.74433083281106, -73.98073234044917)"
1315856-DCA,03/31/2025,04/27/2009,Garage,"Vehicle Spaces: 143, Bicycle Spaces: 14","44 WEST 62ND GARAGE PARTNERS, LLC",,44,W 62ND ST,,NEW YORK,NY,10023,2122623800,Manhattan,1,107,6,1027365,1011140061,MN14,145,-73.982620094432,40.7707547905183,"(40.7707547905183, -73.982620094432)"
0908745-DCA,03/31/2025,03/28/2001,Garage,"Vehicle Spaces: 113, Bicycle Spaces: 11",CHAMPION PARKING 77TH ST. CORP.,,49,E 77TH ST,,NEW YORK,NY,10075,2123085959,Manhattan,1,108,4,1072068,1013920501,MN40,142,-73.9627106944501,40.77485345167708,"(40.77485345167708, -73.9627106944501)"
1157180-DCA,03/31/2025,07/27/2005,Garage,"Vehicle Spaces: 140, Bicycle Spaces: 14","ALFRED CAR PARK, LLC",GGMC,161,W 61ST ST,,NEW YORK,NY,10023,2129966363,Manhattan,1,107,6,1070131,1011320501,MN14,145,-73.98605694822305,40.77140576087256,"(40.77140576087256, -73.98605694822305)"
1462009-DCA,03/31/2025,04/09/2013,Garage,"Vehicle Spaces: 73, Bicycle Spaces: 7","IMPERIAL PARKING (U.S.), LLC",IMPARK,750,AVENUE OF THE AMERICAS,,NEW YORK,NY,10010,2129378660,Manhattan,1,105,3,1085951,1008260001,MN13,58,-73.99198477843711,40.74401377456903,"(40.74401377456903, -73.99198477843711)"
2058615-DCA,03/31/2025,09/25/2017,Garage,"Vehicle Spaces: 25, Bicycle Spaces: 0","IMPERIAL PARKING (U.S.), LLC",IMpark,150,NASSAU ST,,NEW YORK,NY,10038,212-937-8660,Manhattan,1,101,01,1087756,1001007501,MN25,1501,-74.00621137332946,40.71140892683577,"(40.71140892683577, -74.00621137332946)"
1184264-DCA,03/31/2025,04/15/2011,Garage,"Vehicle Spaces: 76, Bicycle Spaces: 8",ICE HOUSE PARKING CORP.,,27,N MOORE ST,,NEW YORK,NY,10013,2129299404,Manhattan,1,101,1,1002167,1001900504,MN24,33,-74.00748561724612,40.71985447979465,"(40.71985447979465, -74.00748561724612)"
2099960-DCA,03/31/2025,07/07/2021,Parking Lot,"Vehicle Spaces: 163, Bicycle Spaces: 16",4162 GARAGE MGMT LLC,,4162,BROADWAY,,NEW YORK,NY,10033,212-289-7200,Manhattan,1,112,10,1063559,1021450012,,,-73.938175252836,40.84706204129148,"(40.84706204129148, -73.938175252836)"
2001881-DCA,03/31/2025,12/23/2013,Garage and Parking Lot,"Vehicle Spaces: 155, Bicycle Spaces: 16","LAUREATE GARAGE, LLC",,2148,BROADWAY,,NEW YORK,NY,10023,2127502056,Manhattan,1,107,06,1088786,1011677502,MN12,163,-73.98117658662161,40.781384930869976,"(40.781384930869976, -73.98117658662161)"
2080002-DCA,03/31/2025,11/16/2018,Garage,"Vehicle Spaces: 111, Bicycle Spaces: 11",SP PLUS CORPORATION,,470,DEAN ST,,BROOKLYN,NY,11217,2125025490,Brooklyn,3,306,35,3000000,3011357501,BK37,12902,-73.9750321875096,40.68166134001972,"(40.68166134001972, -73.9750321875096)"
1460793-DCA,03/31/2025,03/26/2013,Garage,"Vehicle Spaces: 276, Bicycle Spaces: 20",LTG PARKING CORP.,,205,W END AVE,,NEW YORK,NY,10023,2126869800,Manhattan,1,107,6,1070766,1011790503,MN14,155,-73.98593274328807,40.77828954785315,"(40.77828954785315, -73.98593274328807)"
0913526-DCA,03/31/2025,04/14/1997,Garage,"Vehicle Spaces: 128, Bicycle Spaces: 11",CHAMPION PARKING 83RD ST CORP,CHAMPION PARKING 83RD ST,303,E 83RD ST,,NEW YORK,NY,10028,212-308-5959,Manhattan,1,108,5,1049916,1015460001,MN32,138,-73.95277393363378,40.77576654999439,"(40.77576654999439, -73.95277393363378)"
1233571-DCA,03/31/2025,07/19/2006,Garage,"Vehicle Spaces: 113, Bicycle Spaces: 11",8TH STREET PARKING LLC,,11,5TH AVE,,NEW YORK,NY,10003,2126869800,Manhattan,1,102,2,1009222,1005660001,MN23,59,-73.9962258166025,40.73240643430964,"(40.73240643430964, -73.9962258166025)"
2104317-DCA,08/10/2023,03/08/2022,Garage,"Vehicle Spaces: 150, Bicycle Spaces: 15",SP PLUS CORPORATION,,9777,QUEENS BLVD,,REGO PARK,NY,11374,2123217542,Queens,4,406,29,4050482,4020920001,,,-73.85808654543489,40.72856970970944,"(40.72856970970944, -73.85808654543489)"
0469761-DCA,03/31/2025,05/15/2006,Garage,"Vehicle Spaces: 60, Bicycle Spaces: 6",INTEGRITY PARKING LLC,,315,E 72ND ST,,NEW YORK,NY,10021,2126869800,Manhattan,1,108,5,1044878,1014470009,MN31,126,-73.95776107303384,40.768558056499195,"(40.768558056499195, -73.95776107303384)"
0429690-DCA,03/31/2025,04/14/1997,Garage,"Vehicle Spaces: 110, Bicycle Spaces: 11","MUTUAL PARKING, INC.",,605,E 82ND ST,,NEW YORK,NY,10028,2128887400,Manhattan,1,108,5,1051381,1015900007,MN32,136,-73.94629946047505,40.772214767689476,"(40.772214767689476, -73.94629946047505)"
2100843-DCA,03/31/2025,08/17/2021,Garage,"Vehicle Spaces: 117, Bicycle Spaces: 12",Champion Valet Parking LLC,,10,W 15TH ST,,NEW YORK,NY,10011,212-308-5959,Manhattan,1,105,03,1078686,1008160031,,,-73.99379706962925,40.7369653648558,"(40.7369653648558, -73.99379706962925)"
1103762-DCA,03/31/2025,03/18/2002,Garage,"Vehicle Spaces: 77, Bicycle Spaces: 8",SHERMAN PARKING INC.,,210,SHERMAN AVE,,NEW YORK,NY,10034,2125447275,Manhattan,1,112,10,1078953,1022260029,MN01,293,-73.9208510667768,40.86549036494962,"(40.86549036494962, -73.9208510667768)"
0429467-DCA,03/31/2025,03/03/1995,Garage,"Vehicle Spaces: 200, Bicycle Spaces: 20",ELEVEN RIVERSIDE DRIVE GARAGE CORP.,,11,RIVERSIDE DR,,NEW YORK,NY,10023,2128741435,Manhattan,1,107,6,1030994,1011840031,MN14,159,-73.98517387215675,40.78110006202702,"(40.78110006202702, -73.98517387215675)"
2101445-DCA,03/31/2025,09/13/2021,Garage,"Vehicle Spaces: 43, Bicycle Spaces: 0",NY PARKING 57 LLC,,110,E 57TH ST,,NEW YORK,NY,10022,212-308-5959,Manhattan,1,105,04,1036897,1013110065,,,-73.97006777235084,40.761310302917984,"(40.761310302917984, -73.97006777235084)"
1435265-DCA,03/31/2025,06/22/2012,Garage,"Vehicle Spaces: 290, Bicycle Spaces: 21","WINDSOR NEW PARTNERS, LLC.",,332,E 76TH ST,,NEW YORK,NY,10021,2122886969,Manhattan,1,108,5,1045154,1014500043,MN31,134,-73.95558612332778,40.771002802037145,"(40.771002802037145, -73.95558612332778)"
2109104-DCA,03/31/2025,09/29/2022,Garage,"Vehicle Spaces: 33, Bicycle Spaces: 0",DY 90 LAUREL HILL LLC,,90,LAUREL HILL TER,,NEW YORK,NY,10033,2125682017,Manhattan,1,112,10,1063583,1021490084,,,-73.92785618030257,40.85028931248172,"(40.85028931248172, -73.92785618030257)"
2076559-DCA,03/31/2025,08/02/2018,Garage,"Vehicle Spaces: 662, Bicycle Spaces: 25",THE CAR PARK OF NEW YORK LLC,,8036,COOPER AVE,,GLENDALE,NY,11385,208-336-6597,Queens,4,405,30,4439863,4038100350,QN19,637,-73.86835222186359,40.70984615528326,"(40.70984615528326, -73.86835222186359)"
2065561-DCA,10/16/2023,02/01/2018,Garage,"Vehicle Spaces: 1160, Bicycle Spaces: 30",PARKING SYSTEMS PLUS INC,,260,BAYCHESTER AVE,,BRONX,NY,10475,8009441424,Bronx,2,210,12,2000000,2051410009,BX13,46201,-73.83060427316153,40.86628794102212,"(40.86628794102212, -73.83060427316153)"
2003461-DCA,03/31/2025,02/11/2014,Garage,"Vehicle Spaces: 88, Bicycle Spaces: 9",QP 50/70 WEST 93RD STREET LLC,,70,W 93RD ST,,NEW YORK,NY,10025,212-832-2066,Manhattan,1,107,06,1031627,1012060001,MN12,177,-73.96792756236911,40.79049726398225,"(40.79049726398225, -73.96792756236911)"
1460563-DCA,03/31/2025,03/22/2013,Garage,"Vehicle Spaces: 411, Bicycle Spaces: 22",LTG PARKING CORP.,,185,W END AVE,,NEW YORK,NY,10023,2126869800,Manhattan,1,107,6,1070754,1011790502,MN14,155,-73.9860086872017,40.777721396672796,"(40.777721396672796, -73.9860086872017)"
0368199-DCA,03/31/2025,05/09/1997,Garage,"Vehicle Spaces: 69, Bicycle Spaces: 6","MUTUAL PARKING, INC.",,61,E END AVE,,NEW YORK,NY,10028,2128887400,Manhattan,1,108,5,1051382,1015900008,MN32,136,-73.94657727560529,40.77244271018476,"(40.77244271018476, -73.94657727560529)"
0859390-DCA,03/31/2025,03/28/1997,Garage,"Vehicle Spaces: 77, Bicycle Spaces: 7",512-520 W. 112TH ST. GARAGE CORP,GGMC,516,W 112TH ST,,NEW YORK,NY,10025,2129966363,Manhattan,1,109,9,1056982,1018830502,MN09,199,-73.96365126650205,40.80455449277205,"(40.80455449277205, -73.96365126650205)"
1420789-DCA,03/31/2025,03/05/2012,Garage,"Vehicle Spaces: 120, Bicycle Spaces: 12",CHAMPION PARKING 82 LLC,,60,E END AVE,,NEW YORK,NY,10028,212-308-5959,Manhattan,1,108,5,1051164,1015790023,MN32,136,-73.94655917747835,40.77250034131399,"(40.77250034131399, -73.94655917747835)"
1213801-DCA,03/31/2025,11/02/2005,Garage,"Vehicle Spaces: 91, Bicycle Spaces: 9",IMPARK 85 LLC,,81,E END AVE,,NEW YORK,NY,10028,2129378660,Manhattan,1,108,05,1051386,1015900036,MN32,136,-73.94611101756917,40.77308476199404,"(40.77308476199404, -73.94611101756917)"
2017911-DCA,03/31/2025,02/03/2015,Garage,"Vehicle Spaces: 150, Bicycle Spaces: 15",SP PLUS CORPORATION,,375,PARK AVE,,NEW YORK,NY,10152,2125025490,Manhattan,1,105,04,1036465,1013070001,MN19,100,-73.9728014005628,40.75878581642611,"(40.75878581642611, -73.9728014005628)"
2106005-DCA,03/31/2025,05/13/2022,Garage,"Vehicle Spaces: 180, Bicycle Spaces: 18",QUIK PARK HUDSON VI LLC,,40,RIVERSIDE BLVD,,NEW YORK,NY,10069,212-686-9800,Manhattan,1,107,06,1089742,1011717509,,,-73.9917464625062,40.774216921107524,"(40.774216921107524, -73.9917464625062)"
2098115-DCA,03/31/2025,03/18/2021,Garage,"Vehicle Spaces: 180, Bicycle Spaces: 18",SP PLUS CORPORATION,,329,E 21ST ST,,NEW YORK,NY,10010,2125025490,Manhattan,1,106,02,1020549,1009270018,,,-73.98091510644166,40.73622012246129,"(40.73622012246129, -73.98091510644166)"
1028146-DCA,03/31/2025,03/22/2001,Garage,"Vehicle Spaces: 60, Bicycle Spaces: 6",CHAMPION 29 LLC,,10,E 29TH ST,,NEW YORK,NY,10016,212-308-5959,Manhattan,1,105,3,1087326,1008580008,MN17,74,-73.98616352258165,40.7450040770433,"(40.7450040770433, -73.98616352258165)"
2029591-DCA,03/31/2025,10/16/2015,Garage,"Vehicle Spaces: 37, Bicycle Spaces: 0",SP PLUS CORPORATION,,240,E 47TH ST,,NEW YORK,NY,10017,2125025490,Manhattan,1,106,04,1037607,1013207501,MN19,90,-73.97116129485991,40.75352374061433,"(40.75352374061433, -73.97116129485991)"
2003108-DCA,03/31/2025,01/31/2014,Garage,"Vehicle Spaces: 166, Bicycle Spaces: 17",BEAVER STREET PARKING LLC,,15,WILLIAM ST,,NEW YORK,NY,10004,212-785-9733,Manhattan,1,101,01,1000844,1000290046,,,-74.01062533579265,40.70456865338853,"(40.70456865338853, -74.01062533579265)"
1155370-DCA,03/31/2025,11/05/2003,Garage,"Vehicle Spaces: 300, Bicycle Spaces: 21",310 EAST 48TH STREET GARAGE LLC,,308,E 48TH ST,,NEW YORK,NY,10017,212-888-7400,Manhattan,1,106,04,1038915,1013400044,,,-73.96898129374985,40.75342436333548,"(40.75342436333548, -73.96898129374985)"
2089252-DCA,03/31/2025,08/07/2019,Parking Lot,"Vehicle Spaces: 21, Bicycle Spaces: 0",PARK SOHO LLC,,81,MERCER ST,,NEW YORK,NY,10012,2123606300,Manhattan,1,102,01,1000000,1004850028,MN24,49,-74.0001443074504,40.722808083335984,"(40.722808083335984, -74.0001443074504)"
1308591-DCA,03/31/2025,02/03/2009,Parking Lot,"Vehicle Spaces: 92, Bicycle Spaces: 9","ADAMS TOWER PARTNERS, L.L.C.",,351,E 84TH ST,,NEW YORK,NY,10028,2126281994,Manhattan,1,108,5,1049968,1015470023,MN32,14601,-73.951499191886,40.77606245216096,"(40.77606245216096, -73.951499191886)"
0761016-DCA,03/31/2025,05/11/2006,Garage,"Vehicle Spaces: 106, Bicycle Spaces: 10",64TH WEST END PARKING LLC,,110,W END AVE,,NEW YORK,NY,10023,2126869800,Manhattan,1,107,6,1030339,1011560001,MN14,151,-73.9878903174361,40.77510587540059,"(40.77510587540059, -73.9878903174361)"
2091664-DCA,03/31/2025,10/23/2019,Garage and Parking Lot,"Vehicle Spaces: 23, Bicycle Spaces: 0",TRUST UNDER WILL OF IRVING SERVANSKY,210 India Parking,210,INDIA ST,,BROOKLYN,NY,11222,6175476500,Brooklyn,3,301,33,3332278,3025420011,,,-73.95110502126826,40.73264863305598,"(40.73264863305598, -73.95110502126826)"
1232880-DCA,03/31/2025,07/12/2006,Garage,"Vehicle Spaces: 67, Bicycle Spaces: 6",MURRAY 38 PARKING LLC,,155,E 38TH ST,,NEW YORK,NY,10016,2126869800,Manhattan,1,106,4,1019272,1008940502,MN20,80,-73.97671425441138,40.74843349058,"(40.74843349058, -73.97671425441138)"
2099962-DCA,03/31/2025,07/07/2021,Parking Lot,"Vehicle Spaces: 190, Bicycle Spaces: 19",ELEMENT GARAGE MGMT LLC,,555,W 59TH ST,,NEW YORK,NY,10019,212-289-7200,Manhattan,1,107,06,1087704,1011517503,,,-73.98913299591611,40.77106299965256,"(40.77106299965256, -73.98913299591611)"
2097161-DCA,03/31/2025,12/09/2020,Garage and Parking Lot,"Vehicle Spaces: 58, Bicycle Spaces: 6",CHAMPION PARKING CPW LLC,,225,CENTRAL PARK W,,NEW YORK,NY,10024,,Manhattan,1,107,06,1031181,1011960029,,,-73.97094627103644,40.783101009656214,"(40.783101009656214, -73.97094627103644)"
2024735-DCA,03/31/2025,06/23/2015,Garage,"Vehicle Spaces: 137, Bicycle Spaces: 14",SP PLUS CORPORATION,,133,W 22ND ST,,NEW YORK,NY,10011,2125025490,Manhattan,1,104,03,1087723,1007987506,MN13,91,-73.99435950334471,40.742693690462986,"(40.742693690462986, -73.99435950334471)"
2115126-DCA,03/31/2025,07/17/2023,Parking Lot,"Vehicle Spaces: 340, Bicycle Spaces: 21",PROPARK AMERICA NEW YORK LLC,,1,JFK INTERNATIONAL AIRPORT,,JAMAICA,NY,11430,5169289767,Queens,4,483,28,4542257,4142600001,,,-77.5198537930679,40.11248866859386,"(40.11248866859386, -77.5198537930679)"
0692572-DCA,03/31/2025,04/15/1997,Garage,"Vehicle Spaces: 1361, Bicycle Spaces: 31",RIVERBAY CORPORATION,,99,BELLAMY LOOP,,BRONX,NY,10475,7183203391,Bronx,2,210,12,2072369,2051410700,BX13,46201,-73.82642563131591,40.87288822379584,"(40.87288822379584, -73.82642563131591)"
1312449-DCA,03/31/2025,03/26/2009,Garage,"Vehicle Spaces: 31, Bicycle Spaces:",STELLMAR PARKING LLC,,30,E 65TH ST,,NEW YORK,NY,10065,212-879-8798,Manhattan,1,108,4,1041091,1013790051,MN40,122,-73.9684225207926,40.76722752778376,"(40.76722752778376, -73.9684225207926)"
0760802-DCA,03/31/2025,05/16/2006,Garage,"Vehicle Spaces: 1000, Bicycle Spaces: 28",MERIT PARKING LLC,,12,E 107TH ST,,NEW YORK,NY,10029,2126869800,Manhattan,1,111,09,1051514,1016120001,,,-73.95014568042973,40.794748021175344,"(40.794748021175344, -73.95014568042973)"
2003554-DCA,03/31/2025,02/13/2014,Garage,"Vehicle Spaces: 62, Bicycle Spaces: 6",QP 50/70 WEST 93RD STREET LLC,,50,W 93RD ST,,NEW YORK,NY,10025,212-832-2066,Manhattan,1,107,06,1031639,1012060045,MN12,177,-73.96751595238567,40.79032423063705,"(40.79032423063705, -73.96751595238567)"
2093300-DCA,03/31/2025,01/02/2020,Garage,"Vehicle Spaces: 271, Bicycle Spaces: 20",MP LINCOLN SQUARE PARKING LLC,,143,W 68TH ST,,NEW YORK,NY,10023,2124903460,Manhattan,1,107,06,1028950,1011407501,,,-73.98248162136171,40.77562942490355,"(40.77562942490355, -73.98248162136171)"
0924489-DCA,03/31/2025,04/14/1997,Garage,"Vehicle Spaces: 169, Bicycle Spaces: 17",CHAMPION BROADWAY PARKING CORP,,60,E 8TH ST,,NEW YORK,NY,10003,212-308-5959,Manhattan,1,102,1,1080855,1005480501,MN23,57,-73.99313013269732,40.730885697091544,"(40.730885697091544, -73.99313013269732)"
2105668-DCA,03/31/2025,04/29/2022,Garage,"Vehicle Spaces: 170, Bicycle Spaces: 17",ARENA PARKING LLC,ARENA PARKING,700,PACIFIC ST,,BROOKLYN,NY,11217,9175668422,Brooklyn,3,308,35,3027610,3011287501,,,-73.97239648259087,40.68193521518996,"(40.68193521518996, -73.97239648259087)"
2046692-DCA,03/31/2025,12/21/2016,Garage,"Vehicle Spaces: 200, Bicycle Spaces: 20",RIBAR OWNERS LLC,,160,W 10TH ST,,NEW YORK,NY,10014,2128887400,Manhattan,1,102,03,1010668,1006100017,MN23,73,-74.00180054904705,40.73441564208277,"(40.73441564208277, -74.00180054904705)"
2050301-DCA,03/31/2025,03/29/2017,Garage,"Vehicle Spaces: 195, Bicycle Spaces: 20",10 WEST 66TH STREET CAR PARK LLC,GGMC,10,W 66TH ST,,NEW YORK,NY,10023,2129966363,Manhattan,1,107,06,1028163,1011180022,MN14,149,-73.97932331414397,40.77265909494036,"(40.77265909494036, -73.97932331414397)"
1400052-DCA,03/31/2025,07/14/2011,Garage,"Vehicle Spaces: 50, Bicycle Spaces: 0",SHERMAN PARKING SYSTEMS INC.,,361,E 161ST ST,,BRONX,NY,10451,9149601795,Bronx,2,203,17,2116977,2024080001,BX35,141,-73.91514747450677,40.8246038902996,"(40.8246038902996, -73.91514747450677)"
2040603-DCA,03/31/2025,07/18/2016,Parking Lot,"Vehicle Spaces: 96, Bicycle Spaces: 10",SP PLUS CORPORATION,,2311,30TH RD,,ASTORIA,NY,11102,2125025490,Queens,4,401,22,4000000,4005720015,QN71,73,-73.9268908010297,40.76832851396075,"(40.76832851396075, -73.9268908010297)"
2109173-DCA,10/10/2023,10/04/2022,Garage and Parking Lot,"Vehicle Spaces: 83, Bicycle Spaces: 8",CLINTON 53 PARKING LLC,,515,W 52ND ST,,NEW YORK,NY,10019,212-686-9800,Manhattan,1,104,03,1087777,1010817502,,,-73.99205428069403,40.766438350970276,"(40.766438350970276, -73.99205428069403)"
